property_id,society,society_link,name,page_title,bedrooms,baths,built_year,address,description,features,link,parking_spaces,floor,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","his 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds' apartment is located in the lush green Serene Environment of Sector S askari 10 Near to airport and green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Flooring | Electricity Backup | Waste Disposal | Floor : 3 | Floors in Building : 8 | Elevators | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Security Staff | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new4_bedroom_apartment_in_sector_s_askari_10-53873684-21434-1.html,1,3,8,4.45,12.2,3318.3999999999996,1.0,1.0,1.0,13410.077145612344,1,1,0,0,0,0,0,0,0,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds, the apartment is located in the lush green Serene Environment of Sector S askari 10 Area to airport and green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Flooring | Electricity Backup | Floor : 3 | Floors in Building : 10 | Elevators | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Security Staff,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bedroom_apartment_in_sector_s_askari_10-53873681-21434-1.html,1,3,10,4.5,12.2,3318.3999999999996,1.0,1.0,1.0,13560.752169720348,1,1,0,0,1,0,0,0,0,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","his 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds, the apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",Broadband Internet Access | Business Center or Media Room in Building | Intercom | ATM Machines | First Aid or Medical Centre | Kids Play Area | Mosque | Community Centre | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bedroom_apartment_in_sector_s_askari_10-53873682-21434-1.html,,,,4.35,12.2,3318.3999999999996,,1.0,,13108.727097396337,1,1,0,1,0,0,0,0,0,0
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment Is Located In Sector S Askari 10 Near To Mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald'S. The Apartment Is Located In The Lush Green Serene Environment Of Sector S Askari 10 Near To Airport And Green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 6 | Floors in Building : 10 | Elevators | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bedroom_apartment_in_sector_s_askari_10-53887796-21434-1.html,1,6,10,4.65,12.2,3318.3999999999996,1.0,1.0,1.0,14012.77724204436,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This brand-new apartment is located in Sector S Askari 10 near To Ring Road, Airport, Schools, Colleges, Hospital, Market, KFC, MacDonalds, Park, Kids Play Area. This apartment is surrounded by the Lush green Serene Environment of Askari 10.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 3 | Floors in Building : 8 | Elevators | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bed_apartment_in_sector_s_askari_0-53873686-21434-1.html,1,3,8,4.4,12.2,3318.3999999999996,1.0,1.0,1.0,13259.402121504341,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald's. The apartment is located in the lush green Serene Environment of Sector S askari 10 Near to airport and green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Flooring | Electricity Backup | Waste Disposal | Floor : 6 | Floors in Building : 10 | Elevators | Service Elevators in Building | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bedroom_apartment_in_sector_s_askari_10-53887793-21434-1.html,1,6,10,4.65,12.2,3318.3999999999996,1.0,1.0,1.0,14012.77724204436,1,1,1,1,1,1,1,0,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",3.0,3.0,2025.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","This 3 Bedroom Apartment is Located in Sector F Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald's. The apartment is located in the lush green Serene Environment of Sector F askari 10 near to airport and green Areas.",Built in year : 2025 | Parking Spaces : 4 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 8 | Floors in Building : 8 | Elevators | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Security Staff | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_this_is_a_3_bedroom_apartment_in_sector_f_askari_0-53887804-10542-1.html,4,8,8,3.85,10.9,2964.8,1.0,3.0,1.0,12985.698866702643,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald's. The apartment is located in the lush green Serene Environment of Sector S askari 10 Near to airport and green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Flooring | Electricity Backup | Floor : 6 | Floors in Building : 10 | Elevators | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Security Staff | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4_bedroom_apartment_in_sector_s_askari_10-53887799-21434-1.html,1,6,10,4.65,12.2,3318.3999999999996,1.0,1.0,1.0,14012.77724204436,1,1,1,1,1,1,1,0,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",4.0,5.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald. The apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",Built in year : 2025 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 3 | Floors in Building : 10 | Elevators | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_this_is_a_brand_new_4-bedroom_apartment_in_sector_s_askari_10-53887801-21434-1.html,1,3,10,4.8,12.2,3318.3999999999996,1.0,3.0,1.0,14464.802314368371,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 11, Askari, Lahore, Punjab",3.0,4.0,2026.0,"Askari 11, Askari, Lahore, Punjab",10 MARLA 3 Bed Luxury Apartment Available For Sale LOCATI Sale | Negotiable | Ready To Move 4 Bed With Attached Bath Spacious Kitchen With Gas Connection Luxury Wash Rooms Neat Clean Apartment Ground Floor Parking Separate Drawing Dining & Tv Lounge Aminities Near Bye Shell Fuel Pump BRGR Gloria Jeans Cafe Freshly Super Store Banks Pharmacies Jalal Sons For Visit & Complete Details Askari 11 Lahore,Built in year : 2026 | Parking Spaces : 2 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 2 | Floors in Building : 8 | Elevators : 2 | Service Elevators in Building | Other Main Features | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Laundry or Dry Cleaning Facility | Communal/Shared Kitchen | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_askari_11_facing_lak_3_bed_room_apartments_for_sale_in_askari_11_lahore-53894539-1503-1.html,2,2,8,4.07,10.0,2720.0,1.0,1.0,1.0,14963.235294117647,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 11, Askari, Lahore, Punjab",3.0,3.0,2019.0,"Askari 11, Askari, Lahore, Punjab",. IDEAL LOCATION FOR LIVING . GOOD LOCATION . MODERN DESIGN . DIRECT APPROACH FROM MAIN . Facing Park . FULL Furnished . Branded Furniture . 3 Bedrooms . 4 Bathrooms . 1 Kitchen . Drawing Room . Dinning Room . Tv Lounge . Servant Quarter . Store Room,Built in year : 2019 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 3 | Floors in Building | Elevators : 2 | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Sauna | Jacuzzi | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Laundry or Dry Cleaning Facility | Facilities for Disabled,https://www.zameen.com/Property/askari_askari_11_10_marla_flat_for_sale_in_askari_11_lahore-53556654-1503-1.html,1,3,TRUE,2.5,10.0,2720.0,1.0,1.0,1.0,9191.176470588236,1,1,1,1,1,1,1,1,1,0
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 11, Askari, Lahore, Punjab",3.0,3.0,2025.0,"Askari 11, Askari, Lahore, Punjab",. IDEAL LOCATION FOR LIVING . GOOD LOCATION . MODERN DESIGN . DIRECT APPROACH FROM MAIN . Fasing Park . FULL Furnished . Branded Furniture . 3 Bedrooms . 4 Bathrooms . 1 Kitchen . Drawing Room . Dinning Room . Tv Lounge . Servant Quarter . Store Room,Built in year : 2025 | Parking Spaces : 2 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 3 | Floors in Building | Elevators : 2 | Service Elevators in Building | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Laundry or Dry Cleaning Facility | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_askari_11_3_bed_brand_new_apartment_available_for_sale_in_askari_11_lahore-53556694-1503-1.html,2,3,TRUE,3.5,10.0,2720.0,1.0,1.0,1.0,12867.64705882353,1,1,1,1,1,1,1,0,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",3.0,3.0,2022.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10 Marla Apartment 3 Bedroom Drawing Dining TV lounch Store Kitchen Sarvent Quarter Fully Tiled Good Location,Built in year : 2022 | Parking Spaces : 1 | Flooring | Electricity Backup | Elevators : 2 | Broadband Internet Access | Intercom | Kids Play Area | Mosque | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_10_marla_3_bedroom_apartment_is_available_for_sale_in_sector_f_askari_10_lahore_cantt-53932939-10542-1.html,1,,,3.45,10.0,2720.0,1.0,1.0,1.0,12683.823529411764,1,1,0,0,0,0,0,0,0,0
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"4 BHK Flat for sale in Askari, Lahore","Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",4.0,5.0,2024.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab","PEACELAND REAL ESTATE AND BUILDERS OFFERS. Brand new 12 marla 8th floor for Urgent sale. *Luxury Apartment for Sale in Prime Location* Discover the ultimate living experience in a highly secured gated society, perfectly situated near the Main Masjid and commercial center. *Spacious and Modern Layout* - 3 spacious bedrooms with attached baths - Elegant drawing and dining areas - Comfortable TV lounge - Convenient store room - Separate servant quarter *Unbeatable Amenities* - 2 high-speed lifts for effortless access - Standby generator for uninterrupted power supply *Unmatched Location* - Walking distance to: - Main Masjid - Bank - Park and play area - Close proximity to commercial centers and markets *Secure and Private* - 24/7 security surveillance - Gated community with restricted access *Serious Buyers Welcome* If you're looking for a luxurious and convenient living experience, contact us for further details. We request that only serious individuals reach out to make an immediate deal. Call Col Subbah Sadiq Bhatti (Retd) View Contact Detail",Built in year : 2024 | Parking Spaces : 1 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor | Floors in Building : 1 | Elevators : 2 | Service Elevators in Building | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Laundry or Dry Cleaning Facility | Facilities for Disabled | Pets Allowed | Other Facilities,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_brand_new_12_marla_4_bed_apartment_8th_floor_for_sale_at_attractive_price-51140136-15703-1.html,1,TRUE,1,4.15,12.0,3264.0,1.0,2.0,1.0,12714.460784313726,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",3.0,4.0,2024.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10 MARLA 3 Bed Luxury Apartment Available For Sale LOCATI Sale | Negotiable | Ready To Move 4 Bed With Attached Bath Spacious Kitchen With Gas Connection Luxury Wash Rooms Neat Clean Apartment Ground Floor Parking Separate Drawing Dining & Tv Lounge Aminities Near Bye Shell Fuel Pump BRGR Gloria Jeans Cafe Freshly Super Store Banks Pharmacies Jalal Sons For Visit & Complete Details Muhammad Afaq Alif meem est Askari 11 Lahore View Contact Detail,Built in year : 2024 | Parking Spaces : 2 | Lobby in Building | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floor : 2 | Floors in Building : 8 | Elevators : 2 | Service Elevators in Building | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Business Center or Media Room in Building | Conference Room in Building | Intercom | ATM Machines | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Laundry or Dry Cleaning Facility | Communal/Shared Kitchen | Other Facilities,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_10_marla_3_bed_room_house_available_for_sale_in_askari_11_lahore-53880009-15702-1.html,2,2,8,2.8,10.0,2720.0,1.0,1.0,1.0,10294.117647058823,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 1, Askari, Lahore, Punjab",3.0,3.0,2026.0,"Askari 1, Askari, Lahore, Punjab","About The Property:- 10-Marla 2nd Floor Apartment Total Chips Flooring For Sale !!! 2nd FLOOR !!! 03 Bedroom with bathroom Drawing Room Dining Area Kitchen Store Room Laundry Area Servant Quarter Car Porch LOCATION: Askari 1 Lahore Cantt ENVIRONMENTALISTS: Walled Society, Near To Polo Ground A Neat & Clean Environment, Children's Parks, Commercial Market, Mosques, Water Filtration Plants & All Other Facilities Are Available In It.",Built in year : 2026 | Parking Spaces : 4 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Other Main Features | Furnished | Broadband Internet Access | Satellite or Cable TV Ready | Intercom | Other Business and Communication Facilities | Community Lawn or Garden | Community Swimming Pool | Community Gym | First Aid or Medical Centre | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Sauna | Jacuzzi | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Maintenance Staff | Security Staff | Facilities for Disabled | Other Facilities,https://www.zameen.com/Property/askari_askari_1_10_marla_2nd_floor_apartment_for_sale_in_askari_1_good_option_investment_price-53772449-3556-1.html,4,,,2.2,10.0,2720.0,1.0,1.0,1.0,8088.235294117647,1,1,1,1,1,1,1,1,1,1
1,Askari,https://www.zameen.com/Flats_Apartments/Lahore_Askari-3555-1.html,"3 BHK Flat for sale in Askari, Lahore","Askari 11, Askari, Lahore, Punjab",3.0,3.0,2017.0,"Askari 11, Askari, Lahore, Punjab",ASKARI 11 LAHORE 10 Marla 3 Bedroom Flat For Sale Available 3 Bedroom 3 Bathrooms 1 Dining Room 1 Tv lounge 1 Servant Quarter 1 Store Rooms Very Good Location Original Photos of House For Visit You Can Contact Shahbaz Qayyum Al Qayyum RealEstate ASKARI 11 LAHORE,Built in year : 2017 | Parking Spaces : 2 | Lobby in Building | Flooring | Electricity Backup | Floor : 1 | Floors in Building : 14 | Elevators : 2 | Service Elevators in Building | Other Main Features | ATM Machines | Other Business and Communication Facilities | Community Gym | Day Care Centre | Kids Play Area | Barbeque Area | Mosque | Community Centre | Other Community Facilities | Other Healthcare and Recreation Facilities | Nearby Schools | Nearby Hospitals | Nearby Shopping Malls | Nearby Restaurants | Distance From Airport (kms) | Nearby Public Transport Service | Other Nearby Places | Security Staff,https://www.zameen.com/Property/askari_askari_11_flat_available_for_sale_in_askari_11_lahore-53612249-1503-1.html,2,1,14,2.75,10.0,2720.0,1.0,2.0,1.0,10110.29411764706,1,1,0,1,0,0,0,1,0,1
